clip_id,source,model,profile,sweep_kind,prompt_id,pattern,register,timing_variant,technique,analysis_tier,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,seed,base_seed,noise_group,replicate,w_tech,w_cc,sampling_steps,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,status
scale_mid_short-rep04__t-sustain__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,sustain,real_counterfactual_primary,36,f,96,96,,2671567752565276374,20260826,scale_mid_short-rep04,4,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep04__t-sustain__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep04__t-sustain__d-f__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep01__t-staccato__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,staccato,real_counterfactual_primary,40,p,32,32,,8916637503902644932,20260826,scale_mid_short-rep01,1,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep01__t-staccato__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep01__t-staccato__d-p__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep02__t-staccato__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,staccato,real_counterfactual_primary,40,p,32,32,,5772993731483631798,20260826,scale_mid_short-rep02,2,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep02__t-staccato__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep02__t-staccato__d-p__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep03__t-staccato__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,staccato,real_counterfactual_primary,40,p,32,32,,2703252911251744809,20260826,scale_mid_short-rep03,3,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep03__t-staccato__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep03__t-staccato__d-p__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep04__t-staccato__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,staccato,real_counterfactual_primary,40,p,32,32,,2671567752565276374,20260826,scale_mid_short-rep04,4,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep04__t-staccato__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep04__t-staccato__d-p__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep01__t-staccato__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,staccato,real_counterfactual_primary,40,mf,64,64,,8916637503902644932,20260826,scale_mid_short-rep01,1,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep01__t-staccato__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep01__t-staccato__d-mf__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep02__t-staccato__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,staccato,real_counterfactual_primary,40,mf,64,64,,5772993731483631798,20260826,scale_mid_short-rep02,2,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep02__t-staccato__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep02__t-staccato__d-mf__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep03__t-staccato__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,staccato,real_counterfactual_primary,40,mf,64,64,,2703252911251744809,20260826,scale_mid_short-rep03,3,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep03__t-staccato__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep03__t-staccato__d-mf__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep04__t-staccato__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,staccato,real_counterfactual_primary,40,mf,64,64,,2671567752565276374,20260826,scale_mid_short-rep04,4,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep04__t-staccato__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep04__t-staccato__d-mf__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep01__t-staccato__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,staccato,real_counterfactual_primary,40,f,96,96,,8916637503902644932,20260826,scale_mid_short-rep01,1,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep01__t-staccato__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep01__t-staccato__d-f__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep02__t-staccato__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,staccato,real_counterfactual_primary,40,f,96,96,,5772993731483631798,20260826,scale_mid_short-rep02,2,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep02__t-staccato__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep02__t-staccato__d-f__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep03__t-staccato__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,staccato,real_counterfactual_primary,40,f,96,96,,2703252911251744809,20260826,scale_mid_short-rep03,3,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep03__t-staccato__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep03__t-staccato__d-f__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep04__t-staccato__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,staccato,real_counterfactual_primary,40,f,96,96,,2671567752565276374,20260826,scale_mid_short-rep04,4,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep04__t-staccato__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep04__t-staccato__d-f__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep01__t-pizzicato__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,pizzicato,real_counterfactual_primary,43,p,32,32,,8916637503902644932,20260826,scale_mid_short-rep01,1,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep01__t-pizzicato__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep01__t-pizzicato__d-p__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep02__t-pizzicato__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,pizzicato,real_counterfactual_primary,43,p,32,32,,5772993731483631798,20260826,scale_mid_short-rep02,2,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep02__t-pizzicato__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep02__t-pizzicato__d-p__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep03__t-pizzicato__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,pizzicato,real_counterfactual_primary,43,p,32,32,,2703252911251744809,20260826,scale_mid_short-rep03,3,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep03__t-pizzicato__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep03__t-pizzicato__d-p__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep04__t-pizzicato__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,pizzicato,real_counterfactual_primary,43,p,32,32,,2671567752565276374,20260826,scale_mid_short-rep04,4,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep04__t-pizzicato__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep04__t-pizzicato__d-p__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep01__t-pizzicato__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,pizzicato,real_counterfactual_primary,43,mf,64,64,,8916637503902644932,20260826,scale_mid_short-rep01,1,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep01__t-pizzicato__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep01__t-pizzicato__d-mf__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep02__t-pizzicato__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,pizzicato,real_counterfactual_primary,43,mf,64,64,,5772993731483631798,20260826,scale_mid_short-rep02,2,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep02__t-pizzicato__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep02__t-pizzicato__d-mf__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep03__t-pizzicato__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,pizzicato,real_counterfactual_primary,43,mf,64,64,,2703252911251744809,20260826,scale_mid_short-rep03,3,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep03__t-pizzicato__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep03__t-pizzicato__d-mf__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep04__t-pizzicato__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,pizzicato,real_counterfactual_primary,43,mf,64,64,,2671567752565276374,20260826,scale_mid_short-rep04,4,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep04__t-pizzicato__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep04__t-pizzicato__d-mf__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep01__t-pizzicato__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,pizzicato,real_counterfactual_primary,43,f,96,96,,8916637503902644932,20260826,scale_mid_short-rep01,1,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep01__t-pizzicato__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep01__t-pizzicato__d-f__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep02__t-pizzicato__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,pizzicato,real_counterfactual_primary,43,f,96,96,,5772993731483631798,20260826,scale_mid_short-rep02,2,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep02__t-pizzicato__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep02__t-pizzicato__d-f__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep03__t-pizzicato__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,pizzicato,real_counterfactual_primary,43,f,96,96,,2703252911251744809,20260826,scale_mid_short-rep03,3,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep03__t-pizzicato__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep03__t-pizzicato__d-f__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep04__t-pizzicato__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,pizzicato,real_counterfactual_primary,43,f,96,96,,2671567752565276374,20260826,scale_mid_short-rep04,4,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep04__t-pizzicato__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep04__t-pizzicato__d-f__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep01__t-legato_slur__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,legato_slur,real_counterfactual_primary,49,p,32,32,,8916637503902644932,20260826,scale_mid_short-rep01,1,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep01__t-legato_slur__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep01__t-legato_slur__d-p__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep02__t-legato_slur__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,legato_slur,real_counterfactual_primary,49,p,32,32,,5772993731483631798,20260826,scale_mid_short-rep02,2,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep02__t-legato_slur__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep02__t-legato_slur__d-p__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep03__t-legato_slur__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,legato_slur,real_counterfactual_primary,49,p,32,32,,2703252911251744809,20260826,scale_mid_short-rep03,3,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep03__t-legato_slur__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep03__t-legato_slur__d-p__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep04__t-legato_slur__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,legato_slur,real_counterfactual_primary,49,p,32,32,,2671567752565276374,20260826,scale_mid_short-rep04,4,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep04__t-legato_slur__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep04__t-legato_slur__d-p__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep01__t-legato_slur__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,legato_slur,real_counterfactual_primary,49,mf,64,64,,8916637503902644932,20260826,scale_mid_short-rep01,1,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep01__t-legato_slur__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep01__t-legato_slur__d-mf__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep02__t-legato_slur__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,legato_slur,real_counterfactual_primary,49,mf,64,64,,5772993731483631798,20260826,scale_mid_short-rep02,2,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep02__t-legato_slur__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep02__t-legato_slur__d-mf__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep03__t-legato_slur__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,legato_slur,real_counterfactual_primary,49,mf,64,64,,2703252911251744809,20260826,scale_mid_short-rep03,3,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep03__t-legato_slur__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep03__t-legato_slur__d-mf__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep04__t-legato_slur__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,legato_slur,real_counterfactual_primary,49,mf,64,64,,2671567752565276374,20260826,scale_mid_short-rep04,4,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep04__t-legato_slur__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep04__t-legato_slur__d-mf__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep01__t-legato_slur__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,legato_slur,real_counterfactual_primary,49,f,96,96,,8916637503902644932,20260826,scale_mid_short-rep01,1,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep01__t-legato_slur__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep01__t-legato_slur__d-f__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep02__t-legato_slur__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,legato_slur,real_counterfactual_primary,49,f,96,96,,5772993731483631798,20260826,scale_mid_short-rep02,2,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep02__t-legato_slur__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep02__t-legato_slur__d-f__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep03__t-legato_slur__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,legato_slur,real_counterfactual_primary,49,f,96,96,,2703252911251744809,20260826,scale_mid_short-rep03,3,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep03__t-legato_slur__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep03__t-legato_slur__d-f__s-guidance__w-wt10_wc20.wav,planned
scale_mid_short-rep04__t-legato_slur__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,scale_mid_short,scale,mid,short,legato_slur,real_counterfactual_primary,49,f,96,96,,2671567752565276374,20260826,scale_mid_short-rep04,4,1.0,2.0,30,,False,0.75,data/midi/sweep/guidance/wt10_wc20/scale_mid_short-rep04__t-legato_slur__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/scale_mid_short-rep04__t-legato_slur__d-f__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep01__t-sustain__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,sustain,real_counterfactual_primary,36,p,32,32,,1486918495616394073,20260826,repeat_high_short-rep01,1,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep01__t-sustain__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep01__t-sustain__d-p__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep02__t-sustain__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,sustain,real_counterfactual_primary,36,p,32,32,,6566840017249158017,20260826,repeat_high_short-rep02,2,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep02__t-sustain__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep02__t-sustain__d-p__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep03__t-sustain__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,sustain,real_counterfactual_primary,36,p,32,32,,4642787978972848128,20260826,repeat_high_short-rep03,3,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep03__t-sustain__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep03__t-sustain__d-p__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep04__t-sustain__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,sustain,real_counterfactual_primary,36,p,32,32,,8424793417753976084,20260826,repeat_high_short-rep04,4,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep04__t-sustain__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep04__t-sustain__d-p__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep01__t-sustain__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,sustain,real_counterfactual_primary,36,mf,64,64,,1486918495616394073,20260826,repeat_high_short-rep01,1,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep01__t-sustain__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep01__t-sustain__d-mf__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep02__t-sustain__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,sustain,real_counterfactual_primary,36,mf,64,64,,6566840017249158017,20260826,repeat_high_short-rep02,2,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep02__t-sustain__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep02__t-sustain__d-mf__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep03__t-sustain__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,sustain,real_counterfactual_primary,36,mf,64,64,,4642787978972848128,20260826,repeat_high_short-rep03,3,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep03__t-sustain__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep03__t-sustain__d-mf__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep04__t-sustain__d-mf__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,sustain,real_counterfactual_primary,36,mf,64,64,,8424793417753976084,20260826,repeat_high_short-rep04,4,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep04__t-sustain__d-mf__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep04__t-sustain__d-mf__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep01__t-sustain__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,sustain,real_counterfactual_primary,36,f,96,96,,1486918495616394073,20260826,repeat_high_short-rep01,1,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep01__t-sustain__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep01__t-sustain__d-f__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep02__t-sustain__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,sustain,real_counterfactual_primary,36,f,96,96,,6566840017249158017,20260826,repeat_high_short-rep02,2,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep02__t-sustain__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep02__t-sustain__d-f__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep03__t-sustain__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,sustain,real_counterfactual_primary,36,f,96,96,,4642787978972848128,20260826,repeat_high_short-rep03,3,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep03__t-sustain__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep03__t-sustain__d-f__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep04__t-sustain__d-f__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,sustain,real_counterfactual_primary,36,f,96,96,,8424793417753976084,20260826,repeat_high_short-rep04,4,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep04__t-sustain__d-f__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep04__t-sustain__d-f__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep01__t-staccato__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,staccato,real_counterfactual_primary,40,p,32,32,,1486918495616394073,20260826,repeat_high_short-rep01,1,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep01__t-staccato__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep01__t-staccato__d-p__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep02__t-staccato__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,staccato,real_counterfactual_primary,40,p,32,32,,6566840017249158017,20260826,repeat_high_short-rep02,2,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep02__t-staccato__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep02__t-staccato__d-p__s-guidance__w-wt10_wc20.wav,planned
repeat_high_short-rep03__t-staccato__d-p__s-guidance__w-wt10_wc20,model,VIOLET,sweep_guidance,guidance,repeat_high_short,repeat,high,short,staccato,real_counterfactual_primary,40,p,32,32,,4642787978972848128,20260826,repeat_high_short-rep03,3,1.0,2.0,30,86.0,True,0.75,data/midi/sweep/guidance/wt10_wc20/repeat_high_short-rep03__t-staccato__d-p__s-guidance__w-wt10_wc20.mid,data/model_audio/sweep/repeat_high_short-rep03__t-staccato__d-p__s-guidance__w-wt10_wc20.wav,planned
